Article_ID,Instance_ID,Objective,Iterations,Without_SPSC,Time,With_SPSC,Time
Accorsi2020,xsttrp21,MIN,10,743.71,3.8,743.71,5.6
Accorsi2020,xsttrp45,MIN,10,773.68,4.3,773.22,5.8
Accorsi2020,xsttrp54,MIN,10,589.24,5.8,589.23,8.8
Accorsi2020,xsttrp56,MIN,10,570.65,6.9,570.6,9.9
Accorsi2020,xsttrp2,MIN,10,602.99,1.9,602.99,3
Accorsi2020,xsttrp25,MIN,10,802.23,3,802.23,3
Accorsi2020,xsttrp37,MIN,10,983.46,16.7,982.86,30.4
Accorsi2020,xsttrp29,MIN,10,890.19,9.8,889.14,17.2
Accorsi2020,xsttrp61,MIN,10,777,4.7,777,6.4
Accorsi2020,xsttrp19,MIN,10,774.2,8.9,774.2,14.9
Accorsi2020,xsttrp26,MIN,10,652.27,2.1,652.27,3.1
Accorsi2020,xsttrp50,MIN,10,975.29,20.9,974.41,36.1
Accorsi2020,chao_1.30.dat,MIN,10,350.58,1,350.58,1
Accorsi2020,chao_7.40.dat,MIN,10,422.16,1,422.16,1
Accorsi2020,chao_10.30.dat,MIN,10,411.47,1,411.47,1
Accorsi2020,chao_7.30.dat,MIN,10,365.13,1,365.13,1
Accorsi2020,chao_8.30.dat,MIN,10,419.47,1,419.47,1
Accorsi2020,tai_11.30.dat,MIN,10,667.64,1,667.64,1
Accorsi2020,chao_5.30.dat,MIN,10,383.77,1,383.77,1
Accorsi2020,tai_12.30.dat,MIN,10,719.06,1,719.06,1
Accorsi2020,tai_7.30.dat,MIN,10,491.1,1,491.1,1
Accorsi2020,chao_2.30.dat,MIN,10,371.64,1,371.64,1
Accorsi2020,chao_5.40.dat,MIN,10,455.45,1,455.45,1
Accorsi2020,tai_10.30.dat,MIN,10,608.79,1,608.79,1
Accorsi2020,chao_12.40.dat,MIN,10,574.46,1,574.46,1
Accorsi2020,chao_3.30.dat,MIN,10,383.59,1,383.59,1
Accorsi2020,chao_11.40.dat,MIN,10,500.72,1,500.72,1
Accorsi2020,chao_4.40.dat,MIN,10,414.46,1,414.46,1
Accorsi2020,chao_10.40.dat,MIN,10,485.52,1,485.52,1
Accorsi2020,tai_9.30.dat,MIN,10,585.36,1,585.36,1
Accorsi2020,chao_12.30.dat,MIN,10,471.83,1,471.83,1
Accorsi2020,tai_3.30.dat,MIN,10,757.42,1,757.42,1
Accorsi2020,tai_2.30.dat,MIN,10,711.31,1,711.31,1
Accorsi2020,chao_1.40.dat,MIN,10,399.25,1,399.25,1
Accorsi2020,tai_1.30.dat,MIN,10,508.95,1,508.95,1
Accorsi2020,chao_6.30.dat,MIN,10,435.8,1,435.8,1
Accorsi2020,chao_6.40.dat,MIN,10,501,1,501,1
Accorsi2020,tai_8.30.dat,MIN,10,538.51,1,538.51,1
Accorsi2020,chao_2.40.dat,MIN,10,441.26,1,441.26,1
Accorsi2020,tai_6.30.dat,MIN,10,359.05,1,359.05,1
Accorsi2020,chao_3.40.dat,MIN,10,472.26,1,472.26,1
Accorsi2020,chao_9.40.dat,MIN,10,448.96,1,448.96,1
Accorsi2020,tai_4.30.dat,MIN,10,310.59,1,310.59,1
Accorsi2020,chao_8.40.dat,MIN,10,461.48,1,461.48,1
Accorsi2020,tai_5.30.dat,MIN,10,333.88,1,333.88,1
Accorsi2020,chao_4.30.dat,MIN,10,351.7,1,351.7,1
Accorsi2020,chao_11.30.dat,MIN,10,398.76,1,398.76,1
Accorsi2020,chao_9.30.dat,MIN,10,408.01,1,408.01,1
Accorsi2020,TTRP_08.txt.sv,MIN,10,745.19,5,745.19,8
Accorsi2020,TTRP_13.txt.sv,MIN,10,878.92,36.9,878.8,60.3
Accorsi2020,TTRP_10.txt.sv,MIN,10,791.78,17.5,791.58,30.6
Accorsi2020,TTRP_11.txt.sv,MIN,10,857.54,11.9,857.48,21.6
Accorsi2020,TTRP_21.txt.sv,MIN,10,676.13,2.6,676.13,4.3
Accorsi2020,TTRP_05.txt.sv,MIN,10,676.42,2.3,676.42,3.3
Accorsi2020,TTRP_12.txt.sv,MIN,10,939.23,9.5,937.96,19.2
Accorsi2020,TTRP_01.txt.sv,MIN,10,486.08,1,486.07,1
Accorsi2020,TTRP_19.txt.sv,MIN,10,541.87,3,541.87,5
Accorsi2020,TTRP_09.txt.sv,MIN,10,823.41,3.9,822.75,5.9
Accorsi2020,TTRP_15.txt.sv,MIN,10,1055.2,18.7,1052.72,36.6
Accorsi2020,TTRP_03.txt.sv,MIN,10,583.32,1,583.32,1
Accorsi2020,TTRP_20.txt.sv,MIN,10,582.62,2.8,582.62,5.6
Accorsi2020,TTRP_07.txt.sv,MIN,10,688.73,5.9,688.73,7.9
Accorsi2020,TTRP_06.txt.sv,MIN,10,769.88,2,769.88,2
Accorsi2020,TTRP_04.txt.sv,MIN,10,617.18,2.4,617.18,3.4
Accorsi2020,TTRP_14.txt.sv,MIN,10,959.25,25.6,956.78,46.5
Accorsi2020,TTRP_16.txt.sv,MIN,10,579.74,6.7,579.73,11
Accorsi2020,TTRP_18.txt.sv,MIN,10,698.57,3.4,698.57,5.1
Accorsi2020,TTRP_02.txt.sv,MIN,10,548.14,1,548.14,1
Accorsi2020,TTRP_17.txt.sv,MIN,10,611.35,5.9,611.3,10
Accorsi2020,STTRP-50-5-2-c.dat,MIN,10,516.98,1,516.98,1
Accorsi2020,STTRP-200-20-1-rd.dat,MIN,10,1618.63,21.9,1610.62,25
Accorsi2020,STTRP-100-10-2-c.dat,MIN,10,547.44,2.2,547.44,2.2
Accorsi2020,STTRP-200-10-1-c.dat,MIN,10,821.51,20.7,819.96,22.8
Accorsi2020,STTRP-100-20-1-rd.dat,MIN,10,1143.1,4,1143.1,4
Accorsi2020,STTRP-25-5-1-rd.dat,MIN,10,584.03,1,584.03,1
Accorsi2020,STTRP-200-20-2-rd.dat,MIN,10,1413.85,15.2,1413.32,23.6
Accorsi2020,STTRP-200-10-1-rd.dat,MIN,10,1771.33,26.1,1755.41,31
Accorsi2020,STTRP-200-10-2-c.dat,MIN,10,712.06,13.1,711.16,23.9
Accorsi2020,STTRP-25-10-2-rd.dat,MIN,10,506.37,1,506.37,1
Accorsi2020,STTRP-50-10-2-c.dat,MIN,10,367.01,1,367.01,1
Accorsi2020,STTRP-25-5-2-rd.dat,MIN,10,508.48,1,508.48,1
Accorsi2020,STTRP-25-10-1-c.dat,MIN,10,386.45,1,386.45,1
Accorsi2020,STTRP-200-20-1-c.dat,MIN,10,907.72,19.6,907.17,23.6
Accorsi2020,STTRP-200-20-2-c.dat,MIN,10,815.05,12.7,814.49,17.6
Accorsi2020,STTRP-100-10-1-c.dat,MIN,10,614.19,4,614.02,4
Accorsi2020,STTRP-50-10-2-rd.dat,MIN,10,731.53,1,731.53,1
Accorsi2020,STTRP-25-10-1-rd.dat,MIN,10,573.96,1,573.96,1
Accorsi2020,STTRP-200-10-2-rd.dat,MIN,10,1448.51,16.5,1445.94,19.5
Accorsi2020,STTRP-50-10-1-c.dat,MIN,10,387.83,1,387.83,1
Accorsi2020,STTRP-50-10-1-rd.dat,MIN,10,811.28,1,811.28,1
Accorsi2020,STTRP-50-5-1-rd.dat,MIN,10,870.51,1,870.51,1
Accorsi2020,STTRP-50-5-2-rd.dat,MIN,10,766.03,1,766.03,1
Accorsi2020,STTRP-100-20-1-c.dat,MIN,10,642.61,4.2,642.61,5
Accorsi2020,STTRP-100-10-2-rd.dat,MIN,10,1097.28,3.4,1097.28,3.9
Accorsi2020,STTRP-100-20-2-c.dat,MIN,10,581.56,2.8,581.56,3
Accorsi2020,STTRP-25-10-2-c.dat,MIN,10,380.86,1,380.86,1
Accorsi2020,STTRP-25-5-2-c.dat,MIN,10,374.79,1,374.79,1
Accorsi2020,STTRP-25-5-1-c.dat,MIN,10,405.46,1,405.46,1
Accorsi2020,STTRP-100-10-1-rd.dat,MIN,10,1271.9,5.2,1271.78,5.2
Accorsi2020,STTRP-50-5-1-c.dat,MIN,10,583.07,1,583.07,1
Accorsi2020,STTRP-100-20-2-rd.dat,MIN,10,1063.31,3.8,1063.3,7
Accorsi2020,p15,MIN,10,2505.42,6.3,2505.42,6.3
Accorsi2020,p07,MIN,10,886.23,6,882.51,6.6
Accorsi2020,p03,MIN,10,641.19,1.1,641.19,1.1
Accorsi2020,p06,MIN,10,879.48,5.6,876.5,5.6
Accorsi2020,p12,MIN,10,1318.95,1,1318.95,1
Accorsi2020,p04,MIN,10,1006.55,7.3,1002.53,13.1
Accorsi2020,p02,MIN,10,473.53,1,473.53,1
Accorsi2020,p01,MIN,10,576.87,1,576.87,1
Accorsi2020,p21,MIN,10,5562.87,48.1,5474.84,57
Accorsi2020,p05,MIN,10,750.24,3.2,750.03,4.2
Accorsi2020,p18,MIN,10,3731.36,17.8,3702.85,20
Kelly1999_SAV,C1,MIN,,531.75,,524.61,
Kelly1999_SAV,C2,MIN,,854.12,,841.68,
Kelly1999_SAV,C3,MIN,,848.6,,828.73,
Kelly1999_SAV,C4,MIN,,1075.84,,1039.29,
Kelly1999_SAV,C5,MIN,,1358.2,,1322.3,
Kelly1999_SAV,C6,MIN,,555.43,,555.43,
Kelly1999_SAV,C8,MIN,,877,,874.89,
Kelly1999_SAV,C9,MIN,,1208.37,,1172.78,
Kelly1999_SAV,C11,MIN,,1045.92,,1043.88,
Kelly1999_SAV,C12,MIN,,819.56,,819.56,
Kelly1999_SAV,C13,MIN,,1555.23,,1544.05,
Kelly1999_SAV,C14,MIN,,866.37,,866.37,
Kelly1999_XK,C1,MIN,,527.67,,524.61,
Kelly1999_XK,C2,MIN,,842.97,,835.26,
Kelly1999_XK,C3,MIN,,833.21,,826.14,
Kelly1999_XK,C4,MIN,,1035.08,,1028.42,
Kelly1999_XK,C5,MIN,,1325.76,,1310.97,
Kelly1999_XK,C6,MIN,,555.43,,555.43,
Kelly1999_XK,C7,MIN,,956.62,,909.68,
Kelly1999_XK,C8,MIN,,881.38,,865.94,
Kelly1999_XK,C10,MIN,,1439.29,,1425.97,
Kelly1999_XK,C11,MIN,,1042.11,,1042.11,
Kelly1999_XK,C12,MIN,,819.56,,819.56,
Kelly1999_XK,C13,MIN,,1618.56,,1581.98,
Kelly1999_XK,C14,MIN,,915.24,,866.37,
Pirkwieser2009_4D5,p4r101,MIN,,4119.88,22.9,4114.01,23.3
Pirkwieser2009_4D5,p4r102,MIN,,3744.4,23.8,3744.65,24.3
Pirkwieser2009_4D5,p4r103,MIN,,3186.14,24.3,3174.98,25.3
Pirkwieser2009_4D5,p4r104,MIN,,2602.15,27.7,2600.89,28.9
Pirkwieser2009_4D5,p4r105,MIN,,3688.64,24.1,3681.23,27.3
Pirkwieser2009_4D5,p4c101,MIN,,2910.17,22.2,2910.24,22.9
Pirkwieser2009_4D5,p4c102,MIN,,2929.76,24.7,2934.88,25.2
Pirkwieser2009_4D5,p4c103,MIN,,2786.69,27.8,2774.61,28.5
Pirkwieser2009_4D5,p4c104,MIN,,2465.7,26.9,2459.19,27.8
Pirkwieser2009_4D5,p4c105,MIN,,2962.17,24.6,2957.97,24.8
Pirkwieser2009_4D5,p4rc101,MIN,,3988.69,25.8,3989.75,26.3
Pirkwieser2009_4D5,p4rc102,MIN,,3806.24,25.6,3796.09,26.4
Pirkwieser2009_4D5,p4rc103,MIN,,3494.62,27.9,3484.76,28.5
Pirkwieser2009_4D5,p4rc104,MIN,,3042.86,29.1,3036.39,30.2
Pirkwieser2009_4D5,p4rc105,MIN,,3995.56,25.1,3991.06,25.5
Pirkwieser2009_4D10,p4r101,MIN,,4121.55,23.1,4096.09,26.5
Pirkwieser2009_4D10,p4r102,MIN,,3741.79,24.1,3735.85,26.6
Pirkwieser2009_4D10,p4r103,MIN,,3184.83,24.8,3171.48,28.4
Pirkwieser2009_4D10,p4r104,MIN,,2602.87,27.9,2595.44,42.7
Pirkwieser2009_4D10,p4r105,MIN,,3687.94,24.5,3679.66,48.5
Pirkwieser2009_4D10,p4c101,MIN,,2910.06,22.6,2909.72,23.7
Pirkwieser2009_4D10,p4c102,MIN,,2930.78,25.3,2917.46,28.7
Pirkwieser2009_4D10,p4c103,MIN,,2783.91,28.4,2762.38,38.6
Pirkwieser2009_4D10,p4c104,MIN,,2468.14,27,2459.52,41.9
Pirkwieser2009_4D10,p4c105,MIN,,2952.66,24.8,2924.55,31.6
Pirkwieser2009_4D10,p4rc101,MIN,,3992.15,26.1,3978.48,33.7
Pirkwieser2009_4D10,p4rc102,MIN,,3802.65,26.1,3778.23,33.9
Pirkwieser2009_4D10,p4rc103,MIN,,3500.27,28.2,3475.95,31
Pirkwieser2009_4D10,p4rc104,MIN,,3048.23,29.2,3036.61,54.1
Pirkwieser2009_4D10,p4rc105,MIN,,3997.55,25.2,3976.16,30.1
Pirkwieser2009_4D15,p4r101,MIN,,4118.6,23.2,4090.09,29
Pirkwieser2009_4D15,p4r102,MIN,,3742.85,24.2,3732.34,30.9
Pirkwieser2009_4D15,p4r103,MIN,,3186.7,24.8,3165.72,33.9
Pirkwieser2009_4D15,p4r104,MIN,,2605.36,28.3,2598.18,56
Pirkwieser2009_4D15,p4r105,MIN,,3690.29,24.6,3686.14,49.3
Pirkwieser2009_4D15,p4c101,MIN,,2909.91,22.7,2909.39,24.7
Pirkwieser2009_4D15,p4c102,MIN,,2921.32,25.4,2905.16,36.4
Pirkwieser2009_4D15,p4c103,MIN,,2777.3,28.7,2759.78,51.8
Pirkwieser2009_4D15,p4c104,MIN,,2471.83,27.1,2454.69,49.2
Pirkwieser2009_4D15,p4c105,MIN,,2942.26,25,2906.69,37.6
Pirkwieser2009_4D15,p4rc101,MIN,,3996.6,26.2,3974.09,46.8
Pirkwieser2009_4D15,p4rc102,MIN,,3801.01,26.1,3764.99,43.4
Pirkwieser2009_4D15,p4rc103,MIN,,3502.18,28.3,3466.99,34.7
Pirkwieser2009_4D15,p4rc104,MIN,,3051.19,29.3,3031.49,57
Pirkwieser2009_4D15,p4rc105,MIN,,4000.98,25.3,3970.49,45
Pirkwieser2009_6D5,p6r101,MIN,,5402.01,26.4,5399.76,27.8
Pirkwieser2009_6D5,p6r102,MIN,,5255.09,27.5,5244.59,32.5
Pirkwieser2009_6D5,p6r103,MIN,,4011.33,29.4,3991.46,32.5
Pirkwieser2009_6D5,p6r104,MIN,,3376.35,30,3373.36,34.3
Pirkwieser2009_6D5,p6r105,MIN,,4340.76,28.8,4337.54,31.3
Pirkwieser2009_6D5,p6c101,MIN,,4078.48,30.6,4060.83,31.4
Pirkwieser2009_6D5,p6c102,MIN,,3867.79,30.6,3868.96,32.2
Pirkwieser2009_6D5,p6c103,MIN,,3584.92,34.6,3583.2,37.5
Pirkwieser2009_6D5,p6c104,MIN,,3286.67,33.5,3284.07,37.5
Pirkwieser2009_6D5,p6c105,MIN,,4124.3,30.5,4112.89,31.4
Pirkwieser2009_6D5,p6rc101,MIN,,5830.37,28,5831.77,31.7
Pirkwieser2009_6D5,p6rc102,MIN,,5449.68,29,5466.58,33
Pirkwieser2009_6D5,p6rc103,MIN,,4366.4,32.6,4351.5,35.6
Pirkwieser2009_6D5,p6rc104,MIN,,4130.7,31.9,4132.9,38.3
Pirkwieser2009_6D5,p6rc105,MIN,,5331.66,29.5,5321.82,32.4
Pirkwieser2009_6D10,p6r101,MIN,,5404.53,26.6,5390.21,37.8
Pirkwieser2009_6D10,p6r102,MIN,,5252.94,27.9,5249.8,55.3
Pirkwieser2009_6D10,p6r103,MIN,,4006.43,29.6,3996.78,58
Pirkwieser2009_6D10,p6r104,MIN,,3377.63,30.4,3372.81,59.1
Pirkwieser2009_6D10,p6r105,MIN,,4346.55,29.2,4337.64,58.2
Pirkwieser2009_6D10,p6c101,MIN,,4049.95,30.9,4055.21,59.2
Pirkwieser2009_6D10,p6c102,MIN,,3866.77,30.6,3861.91,58.7
Pirkwieser2009_6D10,p6c103,MIN,,3589.74,34.7,3576.5,67.6
Pirkwieser2009_6D10,p6c104,MIN,,3287.39,33.6,3289.73,65.6
Pirkwieser2009_6D10,p6c105,MIN,,4115.2,30.8,4119.17,60
Pirkwieser2009_6D10,p6rc101,MIN,,5833.97,28.3,5821.63,56.2
Pirkwieser2009_6D10,p6rc102,MIN,,5468.39,29.2,5446,58.5
Pirkwieser2009_6D10,p6rc103,MIN,,4373.9,33,4359.78,65.1
Pirkwieser2009_6D10,p6rc104,MIN,,4146,32,4139.72,63.8
Pirkwieser2009_6D10,p6rc105,MIN,,5339.5,29.5,5329.84,59.2
Pirkwieser2009_6D15,p6r101,MIN,,5402.38,26.8,5385.03,49
Pirkwieser2009_6D15,p6r102,MIN,,5255.77,28,5249.56,55.6
Pirkwieser2009_6D15,p6r103,MIN,,4015.02,30,4008.83,59.8
Pirkwieser2009_6D15,p6r104,MIN,,3382.94,30.5,3381.98,60.1
Pirkwieser2009_6D15,p6r105,MIN,,4350.98,29,4353.84,59.4
Pirkwieser2009_6D15,p6c101,MIN,,4054.29,31.1,4050.81,61.8
Pirkwieser2009_6D15,p6c102,MIN,,3861.62,30.8,3861.86,62.2
Pirkwieser2009_6D15,p6c103,MIN,,3587.16,35.1,3580.92,70.3
Pirkwieser2009_6D15,p6c104,MIN,,3293.76,34.1,3291.96,68
Pirkwieser2009_6D15,p6c105,MIN,,4118.48,30.6,4104.31,61.5
Pirkwieser2009_6D15,p6rc101,MIN,,5839.42,28.5,5833.46,57
Pirkwieser2009_6D15,p6rc102,MIN,,5474.09,29.6,5460.7,59
Pirkwieser2009_6D15,p6rc103,MIN,,4373.31,33.2,4366.85,66.1
Pirkwieser2009_6D15,p6rc104,MIN,,4154.2,32.3,4149.87,64.2
Pirkwieser2009_6D15,p6rc105,MIN,,5346.52,30,5340.75,59.7
Pirkwieser2009_6D6,p6r101,MIN,,5403.42,26.2,5397.93,27.9
Pirkwieser2009_6D6,p6r102,MIN,,5250.62,27.4,5247.88,40.2
Pirkwieser2009_6D6,p6r103,MIN,,4004.61,29,4002.86,35.3
Pirkwieser2009_6D6,p6r104,MIN,,3376.94,29.8,3375.07,36.4
Pirkwieser2009_6D6,p6r105,MIN,,4342.18,28.8,4334.24,33.5
Pirkwieser2009_6D6,p6c101,MIN,,4066.66,30.4,4059.06,32.6
Pirkwieser2009_6D6,p6c102,MIN,,3871.16,30.2,3870.1,37.5
Pirkwieser2009_6D6,p6c103,MIN,,3581.14,34.3,3575.8,41
Pirkwieser2009_6D6,p6c104,MIN,,3291.55,33.1,3282.65,39.6
Pirkwieser2009_6D6,p6c105,MIN,,4124.76,30.2,4113.98,34.8
Pirkwieser2009_6D6,p6rc101,MIN,,5832.36,27.7,5823.02,40.2
Pirkwieser2009_6D6,p6rc102,MIN,,5464.5,28.8,5447.06,37.8
Pirkwieser2009_6D6,p6rc103,MIN,,4369.68,32.7,4356.5,37.5
Pirkwieser2009_6D6,p6rc104,MIN,,4136.32,31.6,4134.89,46.7
Pirkwieser2009_6D6,p6rc105,MIN,,5326.71,29.2,5324.04,37.4
Pirkwieser2009_6D7,p6r101,MIN,,5402.42,26.2,5395.88,28.7
Pirkwieser2009_6D7,p6r102,MIN,,5251.83,27.3,5247.96,50.3
Pirkwieser2009_6D7,p6r103,MIN,,4009.22,29.1,3996.57,39.3
Pirkwieser2009_6D7,p6r104,MIN,,3381.93,29.8,3372.69,44.3
Pirkwieser2009_6D7,p6r105,MIN,,4344.48,28.7,4328.45,41.2
Pirkwieser2009_6D7,p6c101,MIN,,4051.95,30.4,4056.32,38.9
Pirkwieser2009_6D7,p6c102,MIN,,3868.4,30.4,3864.41,39
Pirkwieser2009_6D7,p6c103,MIN,,3593.04,34.2,3579.95,48.7
Pirkwieser2009_6D7,p6c104,MIN,,3287.61,32.9,3280.17,46.3
Pirkwieser2009_6D7,p6c105,MIN,,4110.27,30.2,4111.19,40.9
Pirkwieser2009_6D7,p6rc101,MIN,,5830.79,28,5821.85,50
Pirkwieser2009_6D7,p6rc102,MIN,,5464.6,28.8,5440.55,44.1
Pirkwieser2009_6D7,p6rc103,MIN,,4365.63,32.6,4352.63,45.8
Pirkwieser2009_6D7,p6rc104,MIN,,4146.65,31.4,4139.7,55.1
Pirkwieser2009_6D7,p6rc105,MIN,,5331,29.4,5323.6,46.4
Pirkwieser2009_6D8,p6r101,MIN,,5400.68,26.3,5392.52,30.6
Pirkwieser2009_6D8,p6r102,MIN,,5256.14,27.4,5244,53.7
Pirkwieser2009_6D8,p6r103,MIN,,4010.68,29.1,3998.23,48.2
Pirkwieser2009_6D8,p6r104,MIN,,3378.82,29.8,3370.82,50
Pirkwieser2009_6D8,p6r105,MIN,,4343.22,28.9,4338.28,52.3
Pirkwieser2009_6D8,p6c101,MIN,,4055.49,30.4,4058.62,43.4
Pirkwieser2009_6D8,p6c102,MIN,,3866.25,30.4,3864.94,46.4
Pirkwieser2009_6D8,p6c103,MIN,,3589.5,34.5,3574.98,54.6
Pirkwieser2009_6D8,p6c104,MIN,,3278.92,33.4,3282.54,52.8
Pirkwieser2009_6D8,p6c105,MIN,,4112.76,30.2,4108.25,47.8
Pirkwieser2009_6D8,p6rc101,MIN,,5834.87,28,5815.8,53.7
Pirkwieser2009_6D8,p6rc102,MIN,,5461.56,28.9,5448.11,53
Pirkwieser2009_6D8,p6rc103,MIN,,4367.29,32.6,4353.06,54.2
Pirkwieser2009_6D8,p6rc104,MIN,,4146.49,31.6,4136.09,62.3
Pirkwieser2009_6D8,p6rc105,MIN,,5337.35,29.3,5318.69,54.8
Pirkwieser2009_6D9,p6r101,MIN,,5406.09,26.3,5391.93,33.2
Pirkwieser2009_6D9,p6r102,MIN,,5251.95,27.5,5252.02,54.8
Pirkwieser2009_6D9,p6r103,MIN,,4014.87,29.5,3996.23,54.2
Pirkwieser2009_6D9,p6r104,MIN,,3383.11,30,3379.34,56.4
Pirkwieser2009_6D9,p6r105,MIN,,4344.83,28.8,4335.15,55.1
Pirkwieser2009_6D9,p6c101,MIN,,4059.66,30.5,4052.32,51.9
Pirkwieser2009_6D9,p6c102,MIN,,3868.4,30.4,3867.13,54.2
Pirkwieser2009_6D9,p6c103,MIN,,3579.45,34.6,3578.3,61.9
Pirkwieser2009_6D9,p6c104,MIN,,3288.56,33.2,3288.17,60.1
Pirkwieser2009_6D9,p6c105,MIN,,4111.91,30.2,4122.3,57.7
Pirkwieser2009_6D9,p6rc101,MIN,,5834.19,28,5820.97,55.4
Pirkwieser2009_6D9,p6rc102,MIN,,5460.1,29,5442.78,56.9
Pirkwieser2009_6D9,p6rc103,MIN,,4368.73,32.7,4357.15,60.8
Pirkwieser2009_6D9,p6rc104,MIN,,4142.93,31.8,4143.03,62.9
Pirkwieser2009_6D9,p6rc105,MIN,,5338.34,29.5,5325.33,58
Russell2006,R101,MIN,,1650.8,388.2,1650.8,388.5
Russell2006,R102,MIN,,1486.12,526.5,1486.12,526.8
Russell2006,R103,MIN,,1297.695,798.3,1294.13,800.1
Russell2006,R104,MIN,,991.59,1943.4,983.355,1954.5
Russell2006,R105,MIN,,1377.455,963,1377.11,966.3
Russell2006,R106,MIN,,1254.27,656.1,1252.555,661.5
Russell2006,R107,MIN,,1121.5,903.3,1108.69,937.8
Russell2006,R108,MIN,,969.15,1766.1,969.15,1950
Russell2006,R109,MIN,,1205.24,1022.7,1194.73,1050
Russell2006,R110,MIN,,1099.145,1479.9,1134.115,2043.9
Russell2006,R111,MIN,,1119.505,1233,1103.25,1262.1
Russell2006,R112,MIN,,973.775,1428.6,964.495,1640.4
Russell2006,RC101,MIN,,1721.39,1054.5,1696.445,1058.7
Russell2006,RC102,MIN,,1598.75,1105.8,1557.855,1532.1
Russell2006,RC103,MIN,,1266.985,1250.4,1262.66,1279.8
Russell2006,RC104,MIN,,1139.335,1566.6,1136.535,1619.1
Russell2006,RC105,MIN,,1640.3,861.6,1629.44,864.9
Russell2006,RC106,MIN,,1393.305,1084.2,1461.455,1129.2
Russell2006,RC107,MIN,,1233.68,1248,1230.54,1261.5
Russell2006,RC108,MIN,,1153.75,1616.4,1149.71,1679.7
Russell2006,R201,MIN,,1278.505,675.3,1266.43,678.3
Russell2006,R202,MIN,,1245.64,1031.4,1245.64,1033.2
Russell2006,R203,MIN,,960.715,889.5,957.79,890.7
Russell2006,R204,MIN,,862.325,1493.1,856.935,1494.3
Russell2006,R205,MIN,,1083.21,679.2,1065.635,679.8
Russell2006,R206,MIN,,949.02,1438.2,948.17,1442.7
Russell2006,R207,MIN,,928.15,1136.7,928.15,1137.9
Russell2006,R208,MIN,,754.26,1840.2,747.845,1840.8
Russell2006,R209,MIN,,957.145,742.2,948.56,746.1
Russell2006,R210,MIN,,999.805,671.1,999.805,671.7
Russell2006,R211,MIN,,822.245,1952.7,817.81,1954.2
Russell2006,RC201,MIN,,1476.79,172.5,1454.56,174.6
Russell2006,RC202,MIN,,1528.37,252.3,1480.01,252.6
Russell2006,RC203,MIN,,1135.23,468.6,1106.81,468.6
Russell2006,RC204,MIN,,829.2,2178.6,822.695,2178.9
Russell2006,RC205,MIN,,1353.65,594.3,1346.995,595.8
Russell2006,RC206,MIN,,1188.96,510.9,1178.82,512.7
Russell2006,RC207,MIN,,1169.74,856.2,1169.735,857.7
Russell2006,RC208,MIN,,873.665,2304.3,873.665,2306.1
Russell2006,C101,MIN,,828.94,773.7,828.94,774.3
Russell2006,C102,MIN,,828.94,453.9,828.94,463.8
Russell2006,C103,MIN,,824.78,420.6,824.78,459.6
Russell2006,C104,MIN,,828.94,3337.5,828.94,3396.6
Russell2006,C105,MIN,,828.94,989.7,828.94,990
Russell2006,C106,MIN,,828.94,1696.2,828.94,1696.5
Russell2006,C107,MIN,,828.94,1104.6,828.94,1105.2
Russell2006,C108,MIN,,828.94,371.1,828.94,378.3
Russell2006,C109,MIN,,828.94,262.5,828.94,281.7
Russell2006,C201,MIN,,591.56,981.6,591.56,982.5
Russell2006,C202,MIN,,591.56,1513.2,591.56,1516.5
Russell2006,C203,MIN,,591.17,3468.6,591.17,3472.2
Russell2006,C204,MIN,,599.68,719.1,590.6,765
Russell2006,C205,MIN,,588.88,1682.4,588.88,1682.7
Russell2006,C206,MIN,,588.49,252.6,588.49,252.9
Russell2006,C207,MIN,,588.49,435,588.49,460.8
Russell2006,C208,MIN,,588.32,1416.6,588.32,1449.3
Mendoza2016,A-n32-k5,MIN,10,853.60,14.54,853.60,14.59
Mendoza2016,A-n33-k5,MIN,10,704.84,13.08,704.20,13.15
Mendoza2016,A-n33-k6,MIN,10,793.96,13.28,793.90,13.34
Mendoza2016,A-n34-k5,MIN,10,826.87,14.49,826.87,14.58
Mendoza2016,A-n36-k5,MIN,10,858.98,20.09,858.71,20.26
Mendoza2016,A-n37-k5,MIN,10,708.48,23.12,708.34,23.23
Mendoza2016,A-n37-k6,MIN,10,1031.86,20.04,1030.86,20.14
Mendoza2016,A-n38-k5,MIN,10,775.26,20.02,775.13,20.11
Mendoza2016,A-n39-k5,MIN,10,870.18,27.73,869.18,27.89
Mendoza2016,A-n39-k6,MIN,10,876.60,25.24,876.60,25.33
Mendoza2016,A-n44-k6,MIN,10,1035.57,33.67,1025.92,33.93
Mendoza2016,A-n45-k6,MIN,10,1026.86,31.81,1026.81,31.93
Mendoza2016,A-n45-k7,MIN,10,1289.30,38.05,1267.05,38.47
Mendoza2016,A-n46-k7,MIN,10,1003.12,46.07,1002.22,46.23
Mendoza2016,A-n48-k7,MIN,10,1198.53,54.83,1187.32,55.05
Mendoza2016,A-n53-k7,MIN,10,1128.02,79.69,1124.27,80.22
Mendoza2016,A-n54-k7,MIN,10,1289.14,85.95,1287.41,86.17
Mendoza2016,A-n55-k9,MIN,10,1179.63,66.03,1179.11,66.16
Mendoza2016,A-n60-k9,MIN,10,1535.37,100.55,1530.08,102.43
Mendoza2016,E-n22-k4,MIN,10,411.57,4.21,411.57,4.24
